Symbol,Name,Last,Industry,20D Avg Vol,Market Cap
A,Agilent Technologies,125.64,Electronic Test Equipment,1765085,36819704000
AA,Alcoa Corp,32.78,Metal Products - Distribution,7422107,5358591000
AACAY,Aac Acoustic Tec ADR,4.91,Electronics - Misc Components,52092,6127095000
AAGIY,Aia Group Ltd,50.48,Insurance - Life,270388,1.45E+11
AAL,American Airlines Gp,22.93,Transportation - Airline,48881426,13951334000
AAP,Advance Auto Parts Inc,187.32,Retail - Wholesale Auto Parts,959978,11907676000
AAPL,Apple Inc,121.21,Computer - Mini,118526258,2.02E+12
ABB,Abb Ltd,31.59,Machinery - Electrical,1948632,66887424000
ABBV,Abbvie Inc,105.98,Large Cap Pharma,7406378,1.82E+11
ABC,Amerisourcebergen Corp,118.73,Medical - Dental Suppliers,1080640,23616930000
ABCL,Abcellera Biologics Inc,24.75,Medical - Biomedical,946823,7380052000
ABCM,Abcam Plc ADR,19.89,Medical Instruments,226132,4479987000
ABEV,Ambev S.A.,2.68,Beverages - Alcohol,25099217,42012224000
ABMD,Abiomed Inc,301.4,Medical Instruments,305596,13307410000
ABNB,Airbnb Inc Cl A,174.4,Internet - Content,6180198,1.09E+11
ABT,Abbott Laboratories,122.07,Medical Products,5222350,2.09E+11
ACAD,Acadia Pharmaceutica,25.86,Medical - Biomedical,3875317,4055591000
ACC,American Campus Communities Inc,43.82,REIT - Equity Trust Resident,1185731,5835979000
ACDVF,Air Canada,21.083,Transportation - Airline,327184,7054588000
ACGBY,Agricultural Bk Chin,10.1696,Banks - Foreign,6234,1.41E+11
ACGL,Arch Capital Grp Ltd,38.78,Insurance - Proprty & Casualty,2621501,15012309000
ACH,Aluminum Corp of China Ltd,10.9,Mining - Non Ferrous,264187,6829497000
ACHC,Acadia Healthcr Company,57.71,Medical - Hospitals,690276,4898981000
ACI,Albertsons Companies Inc Cl A,19.52,Consumer Prdts - Misc Staple,2243569,8733399000
ACIW,Aci Worldwide Inc,38.21,Computer - Software,655518,4337805000
ACM,Aecom Technology Corp,64.44,Engineering & R&D Services,985858,9047361000
ACN,Accenture Plc,280.77,Consulting,2578610,1.76E+11
ADBE,Adobe Systems Inc,469.09,Computer - Software,3346020,2.17E+11
ADC,Agree Realty Corp,67.31,REIT - Equity Trust Retail,966864,4247312000
ADDYY,Adidas Ag ADR,156.07,Shoes and Related Apparel,118990,64407336000
ADI,Analog Devices,157.11,Semi Analog & Mixed,3482529,55496416000
ADM,Archer Daniels Midland,57.91,Agriculture Operations,2884865,31226510000
ADP,Automatic Data Procs,192.69,Outsourcing,2423556,79284448000
ADPT,Adaptive Biotechnologies Corp,38.16,Medical - Biomedical,1560897,5425365000
ADRNY,Koninklijke Ahold,27.85,Consumer Prdts - Misc Staple,70246,30211630000
ADRZY,Andritz Ag ADR,8.581,Industrial Services,501,4623320000
ADS,Alliance Data Systems Corp,118.69,Financial Transaction Services,1022235,5279099000
ADSK,Autodesk Inc,269.01,Computer - Software,1528928,57792220000
ADT,ADT Inc,8.21,Protection - Safety,4655760,5905780000
AEE,Ameren Corp,81.46,Utility - Electric Power,1780270,20519220000
AEG,Aegon N.V.,4.7,Insurance - Multi Line,2785531,12223855000
AEM,Agnico-Eagle Mines Ltd,58.86,Mining - Gold,1192378,14282654000
AEO,American Eagle Outfitters,29.19,Retail - Apparel & Shoes,4880243,4437581000
AEP,American Electric Power Company,84.99,Utility - Electric Power,3584905,42211300000
AER,Aercap Holdings N.V.,59.66,Finance - Leasing Companies,2499355,7321905000
AES,The Aes Corp,26.32,Utility - Electric Power,7481024,17137072000
AEXAY,Atos ADR,15.48,Technology Services,13407,8227491000
AFG,American Financial Group,116.15,Insurance - Proprty & Casualty,597897,9890094000
AFL,Aflac Inc,51.56,Insurance - Accident & Health,4011669,34311240000
AFRM,Affirm Holdings Inc Cl A,69.72,Business Services,2930028,18695472000
AGCO,Agco Corp,142.54,Machinery - Farm,670532,10266200000
AGESY,Ageas N.V. Ads,58.88,Insurance - Multi Line,2230,11410592000
AGNC,Agnc Investment Corp,17.02,REIT - Mortgage Trusts,8014528,8790069000
AGPYY,Agile Group Holdings Limited,68.35,Real Estate Developers,N/A,5354608000
AGR,Avangrid Inc,48.9,Utility - Electric Power,523244,15010730000
AHCHY,Anhui Conch Cem ADR,32.13,Building - CMT & CNT & AG,21083,8210873000
AHEXY,Adecco Sa ADR,33.82,Outsourcing,21177,10984769000
AHKSY,Asahi Kaisai Cp ADR,24.35,Chemical - Diversified,45045,16664458000
AI,C3.Ai Inc Cl A,64.7,IT Services,5863509,6512132000
AIG,American International Group,46.82,Insurance - Multi Line,4870821,38906952000
AIQUY,L'Air Liquide ADR,32.33,Chemical - Diversified,206228,75696896000
AIRC,Apartment Income REIT Corp,45.2,REIT - Equity Trust Resident,1142826,6497280000
AIRYY,Air China Ltd ADR,17.05,Transportation - Airline,1815,12280736000
AIZ,Assurant Inc,144.65,Insurance - Multi Line,530681,8222225000
AJG,Arthur J. Gallagher & Company,125.7,Insurance - Brokers,1029595,24246004000
AJINY,Ajinomoto CO Inc ADR,21.585,Food - Misc & Diversified,39857,11779548000
AJMPF,Ashmore Group Plc,5.35,Finance - Investment Mgmt,1805,4409651000
AKAM,Akamai Technologies,102.7,Internet - Services,2005840,16059216000
AKZOY,Akzo Nobel NV ADR #,37.78,Chemical - Diversified,49317,21588088000
AL,Air Lease Corp Cl A,49.99,Transportation - Equip & Lease,1112723,5324627000
ALB,Albemarle Corp,150.4,Chemical - Diversified,1325753,17101752000
ALC,Alcon Inc,69.74,Medical Instruments,1035220,33964076000
ALFVY,Alfa-Laval Ab ADR,31.45,Engineering & R&D Services,12490,13082958000
ALGM,Allegro Microsystems Inc,25.27,Electronics - Semiconductors,736137,4529367000
ALGN,Align Technology,528.34,Medical - Dental Suppliers,772077,40054752000
ALIZY,Allianz,25.15,Insurance - Multi Line,143417,1.03E+11
ALK,Alaska Air Group,68.32,Transportation - Airline,1863818,8126864000
ALL,Allstate Corp,116.03,Insurance - Proprty & Casualty,2606663,34179216000
ALLE,Allegion Plc,126.75,Protection - Safety,858654,11037549000
ALLK,Allakos Inc,115.14,Medical - Biomedical,275738,5908735000
ALLO,Allogene Therapeutics Inc,33.78,Medical - Biomedical,1089128,4666701000
ALLY,Ally Financial,45.82,Finance - Consumer Loans,4418484,16226091000
ALNPY,All Nippon Airways C,4.7,Transportation - Airline,4791,8241987000
ALNY,Alnylam Pharmaceuticals,136.25,Medical - Biomedical,570888,15751979000
ALPMY,Astellas Pharma Inc,15.805,Medical - Drugs,54796,29155632000
ALRM,Alarm.com,87.13,Protection - Safety,320954,4067622000
ALSMY,Alstom S.A.,4.81,Transportation - Rail,136960,17669030000
ALSN,Allison Transmission Holdings,40.65,Auto - Truck Original Parts,1066943,4462128000
ALTR,Altair Engineering Inc Cl A,63.45,Engineering & R&D Services,352307,4477372000
ALV,Autoliv Inc,91.44,Auto - Truck Original Parts,520655,7715900000
ALXN,Alexion Pharm Inc,154.88,Medical - Biomedical,2823918,33315764000
AM,Antero Midstream Corp,9.22,Oil - US Integrated,5521220,4115708000
AMADY,Amadeus IT Hlds S.A.,70.31,Technology Services,95669,31034876000
AMAT,Applied Materials,128.64,Semi-Eqpt Wafer Fabrication,10179698,1.11E+11
AMC,Amc Entertainment Holdings Inc,10.24,Leisure & Recreation Services,118398070,4060408000
AMCR,Amcor Plc,11.78,Containers - Paper Products,7834438,17665972000
AMD,Adv Micro Devices,77.41,Electronics - Semiconductors,44453070,92678704000
AMDLY,Amada Holdings CO Ltd ADR,49,Machinery - Tools & Related,1315,4188254000
AME,Amtek Inc,127.32,Electronic Test Equipment,1078068,28344548000
AMED,Amedisys Inc,271.16,Medical - Outpatient & Hm Care,271649,9004236000
AMG,Affiliated Managers Group,152.06,Finance - Investment Mgmt,513455,6187010000
AMGN,Amgen Inc,252.86,Medical - Biomedical,3199183,1.42E+11
AMH,American Homes 4 Rent,33.93,REIT - Equity Trust Resident,1789929,10313511000
AMKBY,A.P. Moeller-Maersk A/S,11.55,Transportation - Ship,141211,43348704000
AMKR,Amkor Technology,23.37,Electronics - Semiconductors,1794117,5239154000
AMP,Ameriprise Financial Services,232.58,Finance - Investment Mgmt,1004950,25939778000
AMRS,Amyris Inc,19.46,Chemical - Specialty,5950395,4951140000
AMSSY,Ams Ag ADR,10.26,Electronics Products - Misc,7484,5622935000
AMT,American Tower Corp,238.82,REIT - Equity Trust Other,2743428,1.01E+11
AMWL,American Well Corp Cl A,17.75,Medical Information Systems,4587137,4356085000
AMX,America Movil S.A.B. DE C.V.,13.63,Wireless Non-US,2572897,43835204000
AMZN,Amazon.com Inc,3052.03,Internet Commerce,3524680,1.55E+12
AN,Autonation Inc,93.4,Retail - Wsale Auto & Trucks,975000,7065866000
ANET,Arista Networks Inc,311.27,Communications Components,582277,21713400000
ANGI,Angi Inc,13.81,Internet - Content,1546233,6880743000
ANPDF,Anta Sports Products Ltd,16.12,Shoes and Related Apparel,1478,38495404000
ANSS,Ansys Inc,342.96,Computer - Software,658283,28660256000
ANTM,Anthem Inc,371.31,Medical - HMO,1507375,88379232000
ANZBY,Australia and New Zealand Bank,21.5675,Banks - Foreign,28286,61101240000
AON,AON Plc,228.31,Insurance - Brokers,1835978,50893856000
AOS,Smith A.O. Corp,69.49,Machinery - Electrical,1292813,10557892000
APA,Apa Corp,18.79,Oil - US Exploration & Product,8892810,7022627000
APD,Air Products and Chemicals,287.22,Chemical - Diversified,1047895,61517220000
APH,Amphenol Corp,66.49,Electronics - Connectors,2862328,38136088000
APHA,Aphria Inc,17.33,Medical Products,17556023,5528073000
API,Agora Inc Ads,51.4,Technology Services,1351548,5203306000
APNHY,Aspen Pharmacare,9.145,Medical - Generic Drugs,2253,4404762000
APO,Apollo Global Management Llc C,46.69,Finance - Investment Mgmt,3600846,11057819000
APPF,Appfolio Cl A,140.67,Internet - Software,240730,4726972000
APPN,Appian Corp Cl A,140.66,Internet - Software,1044256,9888956000
APPS,Digital Turbine,75.66,Internet - Software,5175945,6572824000
APTV,Aptiv Plc,140.64,Technology Services,1837305,37824256000
AQN,Algonquin Pwr & Util,15.89,Utility - Electric Power,1406849,9423129000
ARCC,Ares Capital Corp,18.68,Finance - SBIC & Commercial,2372552,7928882000
ARE,Alexandria Real Estate Equities,168.98,REIT - Equity Trust Other,948176,22759382000
ARES,Ares Management LP,53.9,Finance - Investment Mgmt,784904,14147662000
ARGX,Argenx Se Ads,283,Medical - Biomedical,189780,14460222000
ARKAY,Arkema ADR,124.9,Chemical - Diversified,1216,9490064000
ARMK,Aramark Holdings Corp,38.9,Food - Misc & Diversified,2672462,9668904000
ARNA,Arena Pharmaceuticals,69.9,Medical - Biomedical,594540,4242153000
ARW,Arrow Electronics,109.75,Electronics - Parts Distrib,509217,7728123000
ARWR,Arrowhead Pharma,62.95,Medical - Drugs,928922,6520213000
ASAN,Asana Inc Cl A,27.39,Internet - Software,1892996,4477171000
ASAZY,Assa Abloy Ab,14.37,Protection - Safety,85744,29056080000
ASBFY,Associated Brit Food,33.18,Food - Misc & Diversified,7694,25156898000
ASEKY,Aisin Seiko CO Ltd,38.34,Auto - Truck Original Parts,2026,10976644000
ASGLY,Asahi Glass CO Ltd A,8.29,Glass Products,5022,9182970000
ASGN,On Assignment,96.52,IT Services,231988,5023340000
ASH,Ashland Global Holdings Inc,90.14,Chemical - Specialty,524602,5293195000
ASHTY,Ashtead Group Pl ADR,243.12,Industrial Services,14431,26845030000
ASMIY,Asm International NV,283.5,Semi Communications,920,13569682000
ASML,Asml Hld NY Reg,625.67,Semi-Eqpt Wafer Fabrication,1097607,2.43E+11
ASND,Ascendis Pharma Ads,130.81,Medical - Biomedical,241817,6714450000
ASOMY,Asos Pls ADR,76.27,Internet Commerce,1050,7841696000
ASR,Grupo Aeroportuario Del Sureste,169.94,Transportation - Services,64581,5113500000
ASX,Ase Industrial Holding CO Ltd,7.7,Electronics - Semiconductors,3726073,16095955000
ATASY,Atlantia Spa ADR,9.41,Building - Heavy Construction,9266,15277004000
ATC,Atotech Limited,21.9,Chemical - Specialty,461200,4179436000
ATDRY,Auto Trader Group Plc,2,Auto - Foreign,131323,7639580000
ATEYY,Advantest Corp,85.73,Electronics - Measuring Inst,4419,16179795000
ATH,Athene Holding Ltd,49.56,Insurance - Life,3045058,9617106000
ATHM,Autohome Inc,94.94,Internet - Services,1221570,11796959000
ATLKY,Atlas Copco Ab Ser A,61.11,Machinery - General Industrial,97617,72614168000
ATO,Atmos Energy Corp,97.24,Utility - Gas Distribution,979461,12284231000
ATR,Aptargroup,144.82,Containers - Paper Products,281351,9242720000
ATUS,Altice USA Inc Cl A,33.15,Communications Components,3851249,16094110000
ATVI,Activision Blizzard,92.4,Toys & Game & Hobby,5543440,70122992000
AU,Anglogold Ashanti Ltd,21.03,Mining - Gold,3725750,8347106000
AUCOY,Polymetal Intl Plc,19.75,Mining - Misc,2503,9488260000
AUOTY,Au Optronics Corp,7.12,Electronics - Misc Components,299138,6848960000
AUY,Yamana Gold,4.48,Mining - Gold,13321592,4315745000
AVAL,Grupo Aval Acciones Y Valores S,6.27,Finance - Investment Mgmt,123818,7040796000
AVB,Avalonbay Communities,189.12,REIT - Equity Trust Resident,930852,25791564000
AVGO,Broadcom Ltd,482.04,Electronics - Semiconductors,3213148,1.87E+11
AVIFY,Advanced Info Svc Pu,5.58,Wireless Non-US,6215,16975830000
AVIR,Atea Pharmaceuticals Inc,60.16,Medical - Biomedical,373893,5603085000
AVLR,Avalara Inc,124.96,Internet - Software,852331,10979079000
AVNT,Avient Corp,49.11,Chemical - Diversified,782088,4151093000
AVTR,Avantor Inc,28.57,Medical Services,4196943,16085282000
AVVIY,Aviva Plc,11.1,Insurance - Life,66125,21332720000
AVY,Avery Dennison Corp,183.64,Office Supply & Forms,558079,14702664000
AWI,Armstrong World Industries Inc,92.58,Building & Construction - Misc,349535,4267468000
AWK,American Water Works,146.32,Utility - Water Supply,1566645,26292324000
AXAHY,Axa Sa ADR,26.85,Insurance - Multi Line,162536,64072076000
AXON,Axon Enterprise Inc,137.82,Protection - Safety,598695,8511974000
AXP,American Express Company,143.73,Finance - Misc Services,3586353,1.11E+11
AXS,Axis Capital Holdings,50.37,Insurance - Proprty & Casualty,492115,4254956000
AXTA,Axalta Coating Systems Ltd,29.72,Chemical - Specialty,2669562,6726580000
AYI,Acuity Brands Inc,145.64,Building Products - Ltg FX,479404,4740073000
AYX,Alteryx Inc,82.32,Internet - Software,1889895,5603871000
AZEK,The Azek Company Inc Cl A,43.03,Building Prdcts - Air Heating,828330,6472775000
AZN,Astrazeneca Plc,50.64,Large Cap Pharma,11452020,1.28E+11
AZO,Autozone,1413.73,Retail - Wholesale Auto Parts,281967,29826860000
AZPN,Aspen Technology,144.9,Computer - Software,350683,9704617000
AZUL,Azul S.A. ADR,19.77,Transportation - Airline,1756980,8172074000
BA,Boeing Company,244.87,Aerospace - Defense,23479652,1.39E+11
BABA,Alibaba Group Holding,227.26,Internet Commerce,16216619,6.21E+11
BAC,Bank of America Corp,38.68,Banks - Major Regional,61346480,3.18E+11
BACHY,Bank of China Ltd Ad,9.42,Banks - Foreign,45975,1.09E+11
BAESY,Bae Systems ADR,27.51,Aerospace - Defense Equipment,220515,22209096000
BAH,Booz Allen Hamilton Holding Corp,79.76,Government Services,1141517,10979299000
BAK,Braskem S.A.,13.17,Oil - International Integrated,319133,5305500000
BAM,Brookfield Asset Management Inc,45.67,Real Estate Operations,2505422,70921648000
BAMXF,Bayerische Motoren Werke Ag,99.01,Auto - Foreign,1970,59594620000
BAP,Credicorp Ltd,139.23,Banks - Foreign,397310,11066700000
BASFY,Basf Se Ads,20.7,Chemical - Diversified,154857,75829608000
BAX,Baxter International Inc,85.95,Medical Products,2726814,41458936000
BAYRY,Bayer Aktienges Ads,15.778,Large Cap Pharma,374261,59004300000
BB,Blackberry Ltd,9.63,IT Services,16960303,5417538000
BBAVY,Bba Aviation Plc ADR,22.23,Transportation - Airline,1480,4606300000
BBD,Banco Bradesco S.A.,4.65,Banks - Foreign,37480824,40820152000
BBDO,Banco Bradesco S.A.,3.98,Banks - Foreign,40071,35872252000
BBIO,Bridgebio Pharma Inc,60.82,Medical - Generic Drugs,896008,9126534000
BBL,Bhp Billiton Plc,58.22,Mining - Misc,2351935,59262720000
BBSEY,Bb Seguridade,4.29,Insurance - Multi Line,155512,8300000000
BBVA,Banco Bilbao Viscaya Argentaria S.A.,5.25,Banks - Foreign,3009970,34339620000
BBY,Best Buy Company,119.26,Retail - Consumer Electronics,3367866,28585142000
BC,Brunswick Corp,97.12,Leisure & Recreational Prdcts,736136,7072840000
BCAUY,Brilliance China ADR,9.18,Auto - Truck Original Parts,13121,4369204000
BCE,BCE Inc,45.74,Diversified Comm Services,1980852,41347392000
BCH,Banco DE Chile,23.03,Banks - Foreign,81727,12223058000
BCMXY,Bank of Communications CO Ltd ADR,15.01,Banks - Foreign,665,44587356000
BCPC,Balchem Cp,128.28,Chemical - Specialty,114212,4046534000
BCS,Barclays Plc,10.06,Banks - Foreign,14169065,43165584000
BDORY,Banco Do Brasil S.A.,5.15,Banks - Foreign,778773,14670950000
BDX,Becton Dickinson and Company,245.12,Medical - Dental Suppliers,1290810,70248688000
BE,Bloom Energy Corp Cl A,26.35,Other Alt Energy,3723014,4203059000
BEAM,Beam Therapeutics Inc,81.33,Medical - Biomedical,1121326,5046253000
BEEN,Better Environment Concepts,1.4,Printing - Commercial,1130,6768440000
BEKE,Ke Holdings Inc ADR,56.35,Real Estate Operations,5776967,46947512000
BEN,Franklin Resources,29.4,Finance - Investment Mgmt,4088133,14449500000
BEP,Brookfield Renewable,41.71,Utility - Electric Power,500384,11158544000
BEPC,Brookfield Renewable Corp,45.48,Other Alt Energy,1152187,7623516000
BERY,Berry Global Group,62,Containers - Paper Products,1279013,8223769000
BESIY,BE Semiconductor Industries N.V.,81,Electrical - Manufacturing,347,6165710000
BF.A,Brown Forman Inc Cl A,64.11,N/L,34574,31048158000
BF.B,Brown Forman Inc Cl B,69.38,N/L,887828,33063464000
BFAM,Bright Horizons Family Solutions Inc,167.58,Schools,305108,9933766000
BG,Bunge Ltd,79.28,Agriculture Products,1288802,10586511000
BGNE,Beigene Ltd Ads,324.86,Medical - Biomedical,317199,29348272000
BHC,Bausch Health Companies Inc,31,Medical - Generic Drugs,6777233,10906932000
BHKLY,Boc Hong Kong ADR,73.025,Banks - Foreign,5010,37982712000
BHOOY,Boohoo Group Plc ADR,95,Retail - Apparel & Shoes,590,5991080000
BHP,Bhp Billiton Ltd,70.31,Mining - Misc,2882163,1.09E+11
BHVN,Biohaven Pharmaceutical Holding Company Ltd,66.55,Medical - Biomedical,824399,4074572000
BIDU,Baidu Inc,208.61,Internet - Services,16567133,81581968000
BIIB,Biogen Inc,276.63,Medical - Biomedical,1340295,40474148000
BILI,Bilibili Inc ADR,97.08,Internet - Services,8028341,31592962000
BILL,Bill.com Holdings Inc,146,Internet - Software,1359159,11886456000
BIO,Bio-Rad Laboratories,578.59,Medical Products,190506,16694131000
BIO.B,Bio Rad Labs Cl B,579.38,N/L,185,17290956000
BIOVF,Swedish Orphan Biovit Ord,16,Medical - Biomedical,590,4799648000
BIP,Brookfield Infrastructure Partners LP,53.31,Utility - Electric Power,310944,16028070000
BJ,Bj's Wholesale Club Holdings Inc,45.69,Consumer Services - Misc,2540159,5904412000
BK,Bank of New York Mellon Corp,47.49,Banks - Major Regional,5842790,39682032000
BKEAY,Bank East Asia Ltd S,2.115,Banks - Foreign,7122,6387328000
BKGFY,Berkeley Group Holdi,63.75,Real Estate Developers,702,7588820000
BKI,Black Knight Inc,74.84,Business Information,953602,11524800000
BKNG,Booking Holdings Inc,2323.53,Internet Commerce,449890,90228232000
BKNIY,Bankinter S.A.,6.82,Banks - Foreign,620,6031391000
BKR,Baker Hughes A Ge CO Cl A,22.34,Oil - Field Services,9923582,22961540000
BL,Blackline Inc,108.65,Internet - Software,1001775,6158253000
BLD,Topbuild Corp,213.96,Building & Construction - Misc,302544,6458186000
BLDP,Ballard Power Sys,22.75,Electronics - Misc Components,6796887,6562763000
BLDR,Builders Firstsource,46.62,Building Prds Retail - Wsale,2316042,8746524000
BLK,Blackrock Inc,756.9,Finance - Investment Mgmt,682875,1.10E+11
BLL,Ball Corp,84.09,Containers - Metal & Glass,2413104,28000602000
BMO,Bank of Montreal,89.94,Banks - Foreign,927119,56844220000
BMRN,Biomarin Pharmaceuticals,75.48,Medical - Biomedical,1384800,13588156000
BMRRY,B& M European Value Re Tail S.A.,30.01,Consumer Prdts - Misc Discr,35599,7397911000
BMXMF,Biomerieux 69 Marcy,128.2,Medical Services,130,15049601000
BMY,Bristol-Myers Squibb Company,63.94,Medical - Biomedical,12488389,1.40E+11
BNPQY,Bnp Paribas ADR,30.71,Banks - Foreign,314644,75075000000
BNS,Bank of Nova Scotia,63.24,Banks - Foreign,1559738,75429624000
BNTGY,Brenntag Se,17.1025,Chemical - Diversified,22538,12900750000
BNTX,Biontech Se ADR,95.76,Medical - Biomedical,1302419,22645922000
BOIVF,Bollore Investisseme,4.81,Transportation - Rail,68808,14114336000
BOKF,Bok Financial Corp,92.84,Banks - Southwest,266728,6198704000
BP,BP Plc,25.23,Oil - International Integrated,13688838,83660448000
BPMC,Blueprint Medicines Corp,96.67,Medical - Biomedical,477487,5489202000
BPOP,Popular Inc,71.33,Banks - Southeast,634060,5759171000
BPY,Brookfield Property Partners L,18.11,Real Estate Developers,2046744,7727040000
BR,Broadridge Financial Solutions Llc,153.44,Outsourcing,502676,17238998000
BRDCY,Bridgestone Corp ADR,20.65,Rubber Tires,43891,28405260000
BRK.A,Berkshire Hathaway Cl A,387995,N/L,2474,5.79E+11
BRK.B,Berkshire Hathaway Cl B,256.77,N/L,6709955,5.73E+11
BRKR,Bruker Corp,63.4,Industrial Scientific,414373,9196964000
BRKS,Brooks Automation,81.96,Electrical - Manufacturing,739802,5547203000
BRO,Brown & Brown,46.19,Insurance - Brokers,1147365,12942244000
BRTHY,Brother Industries Ltd [Japan] ADR,46.36,Electronics Products - Misc,535,5882906000
BRX,Brixmor Property Group Inc,20.52,REIT - Equity Trust Retail,2807266,5810998000
BSAC,Banco Santander Chile ADR,24.49,Banks - Foreign,430721,11980454000
BSBR,Banco Santander Brasil S.A.,7.16,Banks - Foreign,1714995,26057424000
BSMX,Grupo Financiero Santander Mexico,5.6,Banks - Foreign,604788,6284758000
BSX,Boston Scientific Corp,38.22,Medical Products,7887414,53257100000
BSY,Bentley Systems Incorporated Cl B,44.53,Internet - Software,650409,11139652000
BTDPY,Barratt Developments Plc ADR,21.76,Real Estate Developers,10727,10771705000
BTG,B2Gold Corp,4.56,Mining - Gold,7371007,4732565000
BTI,British American Tobacco Industries,39.39,Tobacco,2919531,90569504000
BTLCY,British Land CO ADR,7.02,REIT - Equity Trust Other,65680,6477716000
BUD,Anheuser-Busch Inbev S.A.,63.31,Beverages - Alcohol,1605099,1.25E+11
BURBY,Burberry Group Plc,26.395,Retail - Apparel & Shoes,37390,10991460000
BURL,Burlington Stores Inc,294.04,Retail - Discount,804513,19171988000
BVRDF,Bureau Veritas Reg,28.32,Consulting,490,12652244000
BWA,Borgwarner Inc,45.74,Auto - Truck Original Parts,2675045,10397413000
BWXT,Bwx Technologies Inc,64.79,Electronics - Misc Components,433394,6088008000
BX,The Blackstone Group LP,74.31,Finance - Investment Mgmt,3230655,49339060000
BXBLY,Brambles Ltd,15.69,Containers - Paper Products,205677,11471780000
BXMT,Blackstone Mortgage Trust Inc Cl A,32.24,REIT - Mortgage Trusts,1095512,4587648000
BXP,Boston Properties,107.07,REIT - Equity Trust Other,1102826,16009065000
BYD,Boyd Gaming Corp,59.97,Gaming,1286218,6378371000
BYDDY,Byd Company Ltd ADR,45.4,Auction Valuation Services,376504,56861304000
BYND,Beyond Meat Inc,129.71,Food - Meat Products,3246546,8195417000
BZLFY,Bunzl Plc ADR,32.48,Conglomerates - Div Operations,20123,10720129000
C,Citigroup Inc,73.02,Banks - Major Regional,20917100,1.46E+11
CABGY,Carlsberg As,31.095,Beverages - Alcohol,135207,23052964000
CABO,Cable One Inc,1802.08,Cable TV,62821,10652434000
CACC,Credit Acceptance,367.05,Finance - Consumer Loans,128724,6049458000
CACI,Caci International,241.6,Computer - Services,293028,6176801000
CAE,Cae Inc,28.17,Aerospace - Defense Equipment,757986,8000542000
CAG,Conagra Brands Inc,38.5,Food - Misc & Diversified,3697346,18028566000
CAH,Cardinal Health,61.86,Medical - Dental Suppliers,2039424,17358716000
CAJ,Canon Inc,22.96,Office Automation & Equipment,263661,23404260000
CAR,Avis Budget Group,69,Business Services,1687213,4581636000
CARCY,China Resources Cement Holdings Ltd ADR,33.33,Building - CMT & CNT & AG,300,7846508000
CARR,Carrier Global Corp,41.09,Electronics Products - Misc,6508284,34893060000
CASY,Casey's General Stor,216.91,Retail - Convenience Stores,228216,7614405000
CAT,Caterpillar Inc,229.5,Machinery - Construct & Mining,3552940,1.21E+11
CB,Chubb Ltd,159.78,Insurance - Proprty & Casualty,2400607,70514240000
CBOE,CBOE Global Markets Inc,97.72,Securities Exchanges,726731,11049061000
CBPO,China Biologic Produ,118.21,Medical - Biomedical,113070,4655895000
CBRE,CBRE Group Inc,79.09,Real Estate Operations,1697404,24887872000
CBSH,Commerce Bancshares,78.33,Banks - Midwest,420311,8734019000
CBU,Community Bank System,79.46,Banks - Northeast,262952,4051389000
CC,Chemours Company,27.66,Chemical - Diversified,1917372,4105096000
CCEP,Coca Cola European Partners,53.14,Beverages - Soft,840023,24650098000
CCHGY,Coca-Cola Hbc Ag ADR,31.75,Beverages - Soft,1664,11298246000
CCI,Crown Castle International Corp,173.29,REIT - Equity Trust Other,2482244,72469112000
CCIV,Churchill Capital IV [Lucid Motors],23.02,Unclassified,33128406,5837400000
CCJ,Cameco Corp,16.65,Mining - Misc,7103180,6659250000
CCK,Crown Cork & Seal Company,97.98,Containers - Metal & Glass,1176183,13090511000
CCL,Carnival Corp,26.06,Leisure & Recreation Services,49660887,23172252000
CCLAY,Coca Cola Amatil Ltd,10.32,Beverages - Soft,14292,7421000000
CCMP,Cabot Microelectron,177.48,Electronics Products - Misc,203351,4823637000
CCOEY,Capcom CO Ltd,33.49,Gaming,9482,7237718000
CCOZY,China Coal Energy CO Ltd,8.49,Coal,N/A,5628301000
CD,Chindata Group Holdings Limited ADR,16.8,Technology Services,723198,5708165000
CDAY,Ceridian Hcm Holding Inc,83.59,Internet - Software,1110478,11859501000
CDEVY,City Developments Ltd,5.8,Real Estate Operations,8284,5250957000
CDK,Cdk Global Inc,53.98,IT Services,631370,6375144000
CDNS,Cadence Design Sys,132.58,Computer - Software,2158046,35421328000
CDW,CDW Corp,167.9,IT Services,842092,22052402000
CE,Celanese Corp,152.69,Chemical - Specialty,869868,16317604000
CEA,China Eastern Airlines Corp Ltd,24.03,Transportation - Airline,18392,7541122000
CERN,Cerner Corp,72.43,Medical Information Systems,2992789,22001100000
CF,Cf Industries Holdings,46.2,Fertilizers,2494623,9583660000
CFG,Citizens Financial Group Inc/Ri,45.01,Finance - Savings & Loan,7696773,17956478000
CFR,Cullen/Frost Bankers,112.25,Banks - Southwest,464297,6856241000
CFRUY,Pagnie Financiere RI,9.58,Retail - Jewelry,362211,99806400000
CFX,Colfax Corp,44.86,Machinery - General Industrial,2212993,5281224000
CG,The Carlyle Group,36.79,Finance - Investment Funds,1536884,13020171000
CGC,Canopy Growth Corp,32.12,Medical Products,3951138,11961732000
CGEMY,Cap Gemini Sa ADR,34.54,Outsourcing,40672,28127990000
CGNX,Cognex Cp,81.86,Electronic Test Equipment,962663,13642169000
CHD,Church & Dwight Company,87.35,Soap and Cleaning Products,1607533,20727092000
